1997,1,1,.
1997,1,10,2
1997,1,11,.
1997,1,12,.
1997,1,13,-5
1997,1,14,.
1997,1,15,.
1997,1,16,.
1997,1,17,3
1997,1,18,.
1997,1,19,43
1997,1,2,.
1997,1,20,.
1997,1,21,.
1997,1,22,.
1997,1,23,1
1997,1,24,.
1997,1,25,15
1997,1,26,5
1997,1,27,-22
1997,1,28,-5
1997,1,29,-3
1997,1,3,11
1997,1,30,-15
1997,1,31,.
1997,1,4,.
1997,1,5,14
1997,1,6,12
1997,1,7,22
1997,1,8,18
1997,1,9,8
1997,10,1,13
1997,10,10,1
1997,10,11,11
1997,10,12,.
1997,10,13,.
1997,10,14,.
1997,10,15,.
1997,10,16,.
1997,10,17,.
1997,10,18,.
1997,10,19,.
1997,10,2,17
1997,10,20,32
1997,10,21,-6
1997,10,22,-7
1997,10,23,7
1997,10,24,-16
1997,10,25,11
1997,10,26,.
1997,10,27,9
1997,10,28,15
1997,10,29,-10
1997,10,3,17
1997,10,30,10
1997,10,31,10
1997,10,4,19
1997,10,5,13
1997,10,6,11
1997,10,7,3
1997,10,8,.
1997,10,9,4
1997,11,1,6
1997,11,10,40
1997,11,11,.
1997,11,12,-7
1997,11,13,.
1997,11,14,.
1997,11,15,.
1997,11,16,.
1997,11,17,0
1997,11,18,.
1997,11,19,.
1997,11,2,1
1997,11,20,-22
1997,11,21,.
1997,11,22,.
1997,11,23,12
1997,11,24,-14
1997,11,25,.
1997,11,26,.
1997,11,27,.
1997,11,28,.
1997,11,29,.
1997,11,3,.
1997,11,30,.
1997,11,31,.
1997,11,4,-20
1997,11,5,-5
1997,11,6,.
1997,11,7,0
1997,11,8,8
1997,11,9,13
1997,12,1,-1
1997,12,10,2
1997,12,11,-3
1997,12,12,-11
1997,12,13,.
1997,12,14,.
1997,12,15,-5
1997,12,16,-3
1997,12,17,.
1997,12,18,-11
1997,12,19,-9
1997,12,2,-21
1997,12,20,-6
1997,12,21,18
1997,12,22,3
1997,12,23,-17
1997,12,24,-5
1997,12,25,0
1997,12,26,2
